status,date,no_of_accounts,no_of_trans,moved_amount
B,981109,2,2,49893.0
B,981110,6,6,96513.0
B,981111,5,8,152243.0
B,981112,6,7,26929.0
B,981113,3,3,58500.0
B,981114,2,2,12620.0
B,981115,3,4,84702.0
B,981116,1,2,10033.0
B,981117,6,6,108038.0
B,981118,3,4,62968.0
B,981119,2,4,105878.0
B,981120,1,1,3000.0
B,981121,5,5,109616.0
B,981122,3,3,54167.0
B,981123,3,5,89724.0
B,981124,1,1,1900.0
B,981125,2,3,56445.0
B,981126,2,2,12300.0
B,981127,2,2,13400.0
B,981128,3,3,44326.0
B,981130,31,89,121758.299954772
B,981201,9,10,170152.0
B,981202,2,2,17469.0
B,981203,2,2,13500.0
B,981204,1,1,1800.0
B,981205,8,8,85979.0
B,981206,4,4,29908.0
B,981207,6,6,50813.0
B,981208,3,4,64724.0
B,981209,4,6,143962.0
B,981210,6,7,158972.0
B,981211,7,8,129835.0
B,981212,6,7,49605.0
B,981213,5,5,80790.0
B,981214,4,5,65868.0
B,981215,2,2,29762.0
B,981216,2,2,7887.0
B,981217,9,10,89343.0
B,981218,2,2,38260.0
B,981219,2,3,9400.0
B,981220,1,1,26930.0
B,981221,4,4,39800.0
B,981222,2,3,28541.0
B,981223,2,2,30375.0
B,981224,4,5,119159.0
B,981225,4,5,97575.0
B,981226,5,5,27026.0
B,981227,1,1,26811.0
B,981228,3,3,20843.0
B,981230,4,4,80090.0
B,981231,29,47,4939.900030612946
C,930330,1,1,300.0
C,930412,1,1,800.0
C,930414,1,1,10562.0
C,930429,2,2,11200.0
C,930430,1,2,52.0
C,930501,1,1,5366.0
C,930506,1,1,1100.0
C,930510,1,1,800.0
C,930512,1,1,7500.0
C,930513,2,2,41950.0
C,930514,1,1,10562.0
C,930518,1,1,11385.0
C,930521,1,1,500.0
C,930522,1,1,24537.0
C,930527,1,1,41610.0
C,930529,2,2,9700.0
C,930531,4,5,359.1000061035156
C,930601,1,1,10937.0
C,930604,1,1,46304.0
C,930609,1,1,42600.0
C,930611,2,2,22604.0
C,930612,1,1,28472.0
C,930613,1,1,24845.0
C,930616,1,1,800.0
C,930618,1,1,1100.0
C,930619,1,1,40170.0
C,930620,2,2,20769.0
C,930625,1,2,97580.0
C,930627,1,1,22800.0
C,930628,2,2,31500.0
C,930630,7,9,1142.2999830245972
C,930703,2,2,28775.0
C,930707,1,1,18942.0
C,930709,1,1,33500.0
C,930711,2,2,14400.0
C,930713,1,1,16919.0
C,930716,1,1,2000.0
C,930717,1,1,26271.0
C,930718,1,1,18000.0
C,930720,1,1,5500.0
C,930726,2,2,20042.0
C,930727,1,1,1500.0
C,930728,3,3,39533.0
C,930730,1,1,6664.0
C,930731,8,12,4834.100008010864
C,930801,2,2,26934.0
C,930803,1,1,3000.0
C,930804,2,2,37677.0
C,930807,2,2,58804.0
C,930808,1,1,15000.0
C,930811,3,3,41752.0
C,930812,1,1,29414.0
C,930815,1,1,6800.0
C,930817,1,1,28800.0
C,930818,1,1,23156.0
C,930819,1,1,10900.0
C,930820,1,1,6965.0
C,930821,1,1,900.0
C,930823,1,1,13200.0
C,930824,1,2,52452.0
C,930825,1,1,6100.0
C,930826,2,2,7300.0
C,930827,2,2,23200.0
C,930829,1,2,91884.0
C,930831,11,18,8398.599988937378
C,930902,1,1,26497.0
C,930903,1,1,33200.0
C,930907,2,2,52162.0
C,930908,1,1,34968.0
C,930909,1,1,11100.0
C,930911,2,2,30809.0
C,930912,2,2,10134.0
C,930913,2,2,22584.0
C,930914,1,1,10562.0
C,930915,1,1,41205.0
C,930916,1,1,5700.0
C,930918,2,2,57694.0
C,930919,1,1,3400.0
C,930920,2,2,6300.0
C,930921,1,1,700.0
C,930922,1,1,300.0
C,930924,2,2,31000.0
C,930925,1,1,5000.0
C,930926,2,2,47100.0
C,930927,1,1,4900.0
C,930928,1,1,5468.0
C,930930,12,20,2454.8999977111816
C,931001,1,1,1800.0
C,931003,1,1,32900.0
C,931005,1,1,7366.0
C,931006,2,4,63950.0
C,931007,2,3,42100.0
C,931009,3,4,41958.0
C,931010,1,1,2100.0
C,931011,2,3,37409.0
C,931012,2,3,56066.0
C,931013,3,3,36475.0
C,931014,5,5,45428.0
C,931016,1,1,17400.0
C,931018,2,2,17341.0
C,931020,3,3,16000.0
C,931021,1,1,5800.0
C,931022,1,1,1600.0
C,931024,1,1,32900.0
C,931025,2,2,13500.0
C,931026,2,2,33000.0
C,931030,1,1,6400.0
C,931031,16,24,2572.399995803833
C,931101,2,2,28105.0
C,931102,2,2,70519.0
C,931104,2,2,18307.0
C,931105,3,3,25586.0
C,931106,3,5,96711.0
C,931107,4,5,83729.0
C,931108,1,1,10405.0
C,931109,1,2,5011.0
C,931111,2,2,30809.0
C,931112,2,2,8934.0
C,931113,5,5,91453.0
C,931114,2,2,34507.0
C,931115,2,2,42977.0
C,931116,1,1,36135.0
C,931117,1,1,3800.0
C,931118,1,1,16208.0
C,931119,3,3,23100.0
C,931120,2,2,2400.0
C,931121,2,2,16259.0
C,931122,1,1,9600.0
C,931123,3,3,46900.0
C,931124,2,2,15300.0
C,931125,2,2,32200.0
C,931126,2,2,5800.0
C,931128,1,1,7985.0
C,931129,1,1,7600.0
C,931130,19,31,68775.9999923706
C,931201,1,1,600.0
C,931202,1,1,5200.0
C,931203,3,3,16500.0
C,931204,2,2,20691.0
C,931205,3,3,18049.0
C,931206,5,5,72298.0
C,931207,4,5,114617.0
C,931208,1,1,1400.0
C,931209,1,1,8400.0
C,931210,1,1,21112.0
C,931211,2,2,27210.0
C,931212,5,5,57875.5
C,931213,2,2,46854.0
C,931214,3,3,60515.0
C,931215,2,2,5100.0
C,931217,3,3,36423.0
C,931218,1,1,4640.0
C,931219,4,4,37200.0
C,931220,2,2,11700.0
C,931221,3,3,50948.0
C,931222,1,1,12609.0
C,931223,1,1,21400.0
C,931224,3,3,45876.0
C,931225,2,2,23200.0
C,931226,1,1,7200.0
C,931227,1,1,30025.0
C,931228,1,1,6300.0
C,931229,1,1,9800.0
C,931231,22,36,6858.099994659424
C,940101,3,5,37580.0
C,940102,4,4,35800.0
C,940103,3,3,4793.0
C,940104,2,2,19232.0
C,940105,2,3,15080.0
C,940106,6,6,52580.0
C,940107,4,5,52329.0
C,940108,2,2,16743.0
C,940109,1,2,2196.0
C,940110,1,1,8742.0
C,940111,5,6,37889.0
C,940112,6,7,71939.0
C,940113,4,7,75922.0
C,940114,5,6,39474.0
C,940115,2,2,20904.0
C,940116,2,2,8400.0
C,940117,2,2,39676.0
C,940118,5,5,47543.0
C,940119,4,4,30450.0
C,940120,4,4,30880.0
C,940121,1,1,2800.0
C,940122,3,3,34300.0
C,940123,2,3,22700.0
C,940124,3,3,9500.0
C,940125,3,3,59588.0
C,940126,2,2,26800.0
C,940127,2,2,16207.0
C,940128,2,2,20724.0
C,940129,1,1,3000.0
C,940130,1,1,7800.0
C,940131,22,40,150426.99999427795
C,940201,1,1,20700.0
C,940203,2,2,21667.0
C,940204,1,1,38100.0
C,940205,3,3,12466.0
C,940206,5,5,48714.0
C,940207,3,3,28502.0
C,940208,1,1,10405.0
C,940209,2,2,1996.0
C,940210,5,5,77857.0
C,940211,3,3,32759.0
C,940212,5,6,73410.5
C,940213,6,6,65786.0
C,940214,2,2,26788.0
C,940215,1,1,1400.0
C,940216,2,3,10900.0
C,940217,5,5,41600.0
C,940218,3,3,12100.0
C,940219,2,2,39147.0
C,940220,1,1,6000.0
C,940221,2,2,72300.0
C,940222,3,4,64106.0
C,940223,2,2,23500.0
C,940224,3,3,23140.0
C,940225,2,3,100879.0
C,940227,3,3,2700.0
C,940228,25,44,4100.400020599365
C,940301,2,2,16260.0
C,940302,3,3,41119.0
C,940303,4,4,63635.0
C,940304,1,1,1000.0
C,940305,1,1,7366.0
C,940306,5,5,81514.0
C,940307,6,7,100459.0
C,940308,2,2,4500.0
C,940309,2,2,8022.0
C,940310,5,5,55494.0
C,940311,4,5,27441.0
C,940312,6,6,55153.5
C,940313,6,6,39326.0
C,940314,8,8,115363.0
C,940315,4,4,39462.0
C,940316,1,1,18900.0
C,940317,2,2,5000.0
C,940318,2,2,14893.0
C,940319,3,3,19300.0
C,940320,2,2,11200.0
C,940321,2,3,59954.0
C,940323,4,4,108052.0
C,940324,2,2,18000.0
C,940325,2,2,51100.0
C,940326,1,1,21600.0
C,940327,1,1,13522.0
C,940328,2,2,12500.0
C,940329,3,3,17540.0
C,940331,25,48,18721.100038528442
C,940401,3,3,31596.0
C,940402,2,2,34800.0
C,940403,1,1,3600.0
C,940404,3,3,14161.0
C,940405,4,4,34759.0
C,940406,5,5,50712.0
C,940407,6,7,90207.0
C,940408,1,1,10405.0
C,940409,2,2,2607.0
C,940410,4,4,58939.0
C,940411,7,8,47767.0
C,940412,6,6,45862.800048828125
C,940413,8,8,76922.0
C,940414,6,7,88176.0
C,940415,3,3,58884.0
C,940416,3,3,9200.0
C,940417,2,2,14373.0
C,940418,5,5,61443.0
C,940419,3,3,14580.0
C,940420,1,1,1800.0
C,940422,2,2,36500.0
C,940423,2,2,3900.0
C,940424,2,3,34082.0
C,940425,1,1,24300.0
C,940426,2,2,8000.0
C,940427,1,1,1700.0
C,940428,2,2,6700.0
C,940429,1,1,5200.0
C,940430,27,53,13353.400012016296
C,940501,1,1,600.0
C,940502,2,3,37733.0
C,940503,2,2,53692.0
C,940504,3,3,13900.0
C,940505,4,4,33459.0
C,940506,4,5,51291.0
C,940507,8,8,112425.0
C,940508,1,1,6848.0
C,940509,3,4,13285.0
C,940510,7,8,102743.0
C,940511,6,6,71244.0
C,940512,5,5,21836.10009765625
C,940513,4,5,33166.0
C,940514,7,7,74740.0
C,940515,2,2,34200.0
C,940516,3,3,9964.0
C,940517,1,1,7000.0
C,940518,5,5,29200.0
C,940519,4,4,33408.0
C,940520,1,1,4400.0
C,940521,1,1,1100.0
C,940522,1,1,30900.0
C,940523,4,4,62271.0
C,940524,3,3,48800.0
C,940525,2,2,24720.0
C,940527,1,1,19429.0
C,940528,7,13,304048.0
C,940530,2,2,11700.0
C,940531,28,56,43342.800008773804
C,940601,3,3,39280.0
C,940602,2,2,6914.0
C,940603,4,4,67767.0
C,940604,3,3,32400.0
C,940605,6,6,94312.0
C,940606,3,3,38838.0
C,940607,5,6,121551.5
C,940608,1,1,7400.0
C,940609,5,5,38233.0
C,940610,7,9,138352.0
C,940611,6,6,95292.0
C,940612,7,9,123756.60009765625
C,940613,8,8,105060.0
C,940614,8,8,75935.0
C,940615,3,3,31200.0
C,940616,3,4,127658.0
C,940617,5,5,73165.0
C,940618,4,4,32900.0
C,940619,4,4,38100.0
C,940620,3,3,29598.0
C,940621,3,3,30890.0
C,940622,2,2,17100.0
C,940623,4,5,108893.0
C,940624,2,2,20900.0
C,940625,2,2,18400.0
C,940627,2,3,58722.0
C,940628,1,1,23468.0
C,940629,3,3,9580.0
C,940630,33,67,28310.40002632141
C,940701,1,1,5800.0
C,940702,2,2,30601.0
C,940703,2,2,4600.0
C,940704,2,2,10790.0
C,940705,6,6,43985.0
C,940706,5,5,51103.0
C,940707,5,5,100340.0
C,940708,2,2,35484.0
C,940709,5,5,20535.0
C,940710,6,8,62989.0
C,940711,6,6,39471.0
C,940712,8,9,65464.5
C,940713,7,8,61693.0
C,940714,9,9,64324.0
C,940715,2,2,11240.0
C,940716,2,2,32100.0
C,940717,7,7,133195.0
C,940718,3,3,12400.0
C,940719,3,3,19184.0
C,940720,1,1,1100.0
C,940721,2,2,24500.0
C,940722,4,4,33891.0
C,940723,2,4,135648.0
C,940724,4,5,80105.0
C,940725,1,1,1500.0
C,940726,1,2,63841.0
C,940727,5,5,57554.0
C,940728,1,1,43065.0
C,940729,3,3,15980.0
C,940730,2,2,40100.0
C,940731,35,72,156186.49997901917
C,940801,3,3,53079.0
C,940802,2,2,35378.0
C,940803,1,1,6500.0
C,940804,1,1,23900.0
C,940805,4,5,30180.0
C,940806,5,5,37722.0
C,940807,4,4,29214.0
C,940808,2,2,29605.0
C,940809,6,6,57822.0
C,940810,7,8,76205.0
C,940811,3,3,21895.0
C,940812,16,16,84435.40014648438
C,940813,5,5,54510.0
C,940814,6,6,51803.0
C,940815,4,4,38000.0
C,940816,5,5,52495.0
C,940817,4,4,25045.0
C,940818,2,2,49883.0
C,940819,4,4,64335.0
C,940820,2,2,29440.0
C,940821,3,3,48100.0
C,940822,3,5,69147.0
C,940823,3,3,73180.0
C,940824,2,2,3100.0
C,940825,1,1,1800.0
C,940826,3,3,6400.0
C,940827,1,2,106664.0
C,940828,3,3,6100.0
C,940829,3,3,39400.0
C,940830,4,4,60456.0
C,940831,37,70,7123.399995803833
C,940901,2,3,35361.0
C,940902,1,1,700.0
C,940903,5,5,30052.0
C,940904,6,8,137383.0
C,940905,7,8,124625.0
C,940906,3,3,35043.0
C,940907,7,7,96815.0
C,940908,1,1,3900.0
C,940909,4,5,23007.0
C,940910,10,10,106234.0
C,940911,8,9,143132.0
C,940912,13,13,62629.000244140625
C,940913,6,6,92973.0
C,940914,5,5,32885.0
C,940915,7,7,46520.0
C,940916,4,5,35000.0
C,940917,3,3,48674.0
C,940918,5,6,162212.0
C,940919,5,6,126368.0
C,940920,5,5,44620.0
C,940921,3,3,62300.0
C,940922,3,3,53919.0
C,940923,1,1,4700.0
C,940924,2,2,43836.0
C,940925,3,3,19800.0
C,940926,1,1,14400.0
C,940927,3,3,13860.0
C,940928,3,3,37240.0
C,940929,6,6,96862.0
C,940930,41,80,161783.0000333786
C,941001,4,5,144951.0
C,941002,3,3,58721.0
C,941003,4,4,72290.0
C,941004,3,3,19528.0
C,941005,7,9,141711.0
C,941006,7,8,67964.0
C,941007,8,8,106539.0
C,941008,8,8,122360.0
C,941009,7,9,47935.0
C,941010,6,7,69912.0
C,941011,6,6,71706.0
C,941012,10,11,55829.800048828125
C,941013,6,6,68483.0
C,941014,9,9,80827.0
C,941015,4,4,23120.0
C,941016,2,3,7885.0
C,941017,3,3,13800.0
C,941018,3,3,12100.0
C,941019,1,1,45255.0
C,941020,6,7,53876.0
C,941021,3,5,148231.0
C,941022,4,4,33397.0
C,941023,3,3,37185.0
C,941024,1,1,18547.0
C,941025,6,7,95833.0
C,941026,2,2,9845.0
C,941027,4,6,97130.0
C,941028,4,4,98736.0
C,941029,5,7,119324.0
C,941030,1,1,4100.0
C,941031,43,88,23957.0000371933
C,941101,3,3,87894.0
C,941102,6,7,140856.0
C,941103,7,9,93490.0
C,941104,6,7,91229.0
C,941105,7,7,45161.0
C,941106,4,4,17037.0
C,941107,12,12,200015.0
C,941108,6,6,58146.0
C,941109,3,3,9896.0
C,941110,10,11,121068.0
C,941111,6,6,56963.0
C,941112,8,10,78168.60009765625
C,941113,9,9,126484.0
C,941114,11,11,62990.0
C,941115,5,5,19100.0
C,941116,3,3,14600.0
C,941117,3,4,95257.0
C,941118,2,2,24800.0
C,941119,7,8,122648.0
C,941120,2,2,46200.0
C,941121,6,6,33100.0
C,941122,5,7,179560.0
C,941123,2,2,13870.0
C,941124,5,5,52535.0
C,941125,1,1,11467.0
C,941126,4,4,54794.0
C,941127,4,4,50929.0
C,941128,8,8,107003.0
C,941129,1,1,9900.0
C,941130,45,94,132563.8000049591
C,941201,4,5,76313.0
C,941202,7,7,73160.0
C,941203,4,4,70234.0
C,941204,5,7,103382.0
C,941205,7,7,117252.0
C,941206,7,8,69741.0
C,941207,11,13,203067.5
C,941208,3,5,26367.0
C,941209,6,7,94157.0
C,941210,11,11,186356.0
C,941211,7,10,221014.0
C,941212,10,11,51105.300048828125
C,941213,11,12,179824.0
C,941214,10,10,116861.0
C,941215,4,4,39800.0
C,941216,4,4,20928.0
C,941217,5,6,23401.0
C,941218,5,5,65284.0
C,941219,7,8,112418.0
C,941220,6,6,58356.0
C,941221,7,9,180745.0
C,941222,4,5,123859.0
C,941223,5,5,22178.0
C,941224,7,8,114672.0
C,941225,4,4,40540.0
C,941226,3,3,48359.0
C,941227,7,7,83480.0
C,941228,5,5,50329.0
C,941229,1,1,15688.0
C,941230,3,3,9540.0
C,941231,51,100,61587.30004501343
C,950101,11,12,129697.0
C,950102,7,7,32260.0
C,950103,11,12,65898.0
C,950104,5,5,40200.0
C,950105,10,11,124970.0
C,950106,14,15,86060.0
C,950107,11,16,175891.0
C,950108,12,13,125246.0
C,950109,8,10,41289.0
C,950110,11,12,157783.0
C,950111,15,20,226951.0
C,950112,21,23,163203.50048828125
C,950113,13,15,137653.0
C,950114,13,14,158362.0
C,950115,7,9,99327.0
C,950116,8,9,82567.0
C,950117,7,7,61476.0
C,950118,8,10,185718.0
C,950119,4,4,22000.0
C,950120,10,13,157052.0
C,950121,8,9,108134.0
C,950122,5,5,11740.0
C,950123,12,18,211407.0
C,950124,5,5,10260.0
C,950125,4,4,17870.0
C,950126,7,8,48156.0
C,950127,6,6,40229.0
C,950128,4,5,10640.0
C,950129,5,6,36906.0
C,950130,4,5,27820.0
C,950131,54,112,79215.99998474121
C,950201,2,2,10900.0
C,950202,4,4,49724.0
C,950203,3,3,36812.0
C,950204,3,3,24465.0
C,950205,8,10,156057.0
C,950206,6,6,36799.0
C,950207,10,11,221262.0
C,950208,7,8,74488.0
C,950209,5,6,31542.0
C,950210,8,8,97396.0
C,950211,12,12,123551.0
C,950212,17,19,140739.2001953125
C,950213,13,15,201628.0
C,950214,7,7,54062.0
C,950215,5,5,37752.0
C,950216,5,5,73338.0
C,950217,7,7,65898.0
C,950218,6,6,105776.0
C,950219,6,6,68480.0
C,950220,8,8,27834.0
C,950221,2,2,23281.0
C,950222,4,4,60815.0
C,950223,1,1,33151.0
C,950224,4,4,53753.0
C,950225,3,3,38566.0
C,950226,4,4,33600.0
C,950227,1,1,28886.0
C,950228,61,120,26358.90005016327
C,950301,3,3,56317.0
C,950302,8,8,154596.0
C,950303,4,4,22213.0
C,950304,5,5,69400.0
C,950305,5,7,101268.0
C,950306,10,11,122911.0
C,950307,14,15,352947.0
C,950308,7,7,47688.0
C,950309,11,11,111700.0
C,950310,8,8,66483.0
C,950311,8,8,88688.0
C,950312,16,20,202562.80029296875
C,950313,11,12,176925.0
C,950314,11,11,135918.0
C,950315,9,9,104779.0
C,950316,5,5,27280.0
C,950317,5,5,44476.0
C,950318,5,5,60500.0
C,950319,7,7,52020.0
C,950320,2,2,35507.0
C,950321,6,6,86151.0
C,950322,8,9,61340.0
C,950323,2,2,15800.0
C,950324,6,6,58975.0
C,950325,5,5,84689.0
C,950326,5,6,56311.0
C,950327,3,3,75330.0
C,950328,4,4,65305.0
C,950329,3,3,36661.0
C,950330,2,2,12622.0
C,950331,67,130,133888.70007705688
C,950401,5,5,76800.0
C,950402,6,7,65041.0
C,950403,8,8,58300.0
C,950404,3,3,42944.0
C,950405,6,7,86279.0
C,950406,13,13,126414.0
C,950407,15,17,197074.0
C,950408,6,6,104119.0
C,950409,13,13,173964.0
C,950410,11,13,169251.0
C,950411,9,10,115083.0
C,950412,17,18,131022.69995117188
C,950413,14,18,182435.0
C,950414,13,13,167468.0
C,950415,4,4,52425.0
C,950416,3,3,18800.0
C,950417,6,6,107312.0
C,950418,10,11,225912.0
C,950419,3,4,39100.0
C,950420,7,7,101539.0
C,950421,6,6,116744.0
C,950422,3,3,46160.0
C,950423,7,7,133999.0
C,950424,1,1,8393.0
C,950425,4,4,16700.0
C,950426,6,6,70365.0
C,950427,4,4,31380.0
C,950428,3,4,44481.0
C,950429,2,2,31986.0
C,950430,71,139,84410.09999656677
C,950501,7,7,141961.0
C,950502,7,7,75455.0
C,950503,5,5,46241.0
C,950504,2,2,25294.0
C,950505,11,13,207191.0
C,950506,10,11,68868.0
C,950507,16,19,229392.0
C,950508,4,4,108091.0
C,950509,8,8,122029.0
C,950510,10,10,109852.0
C,950511,7,8,59545.0
C,950512,20,22,156754.400390625
C,950513,17,18,165666.0
C,950514,13,13,147180.0
C,950515,5,5,56002.0
C,950516,9,9,108782.0
C,950517,4,5,140733.0
C,950518,10,12,170544.0
C,950519,4,4,28208.0
C,950520,8,9,129925.0
C,950521,8,8,110173.0
C,950522,3,3,47782.0
C,950523,5,5,39500.0
C,950524,4,4,99985.0
C,950525,6,7,69006.0
C,950526,5,6,118329.0
C,950527,6,7,63862.0
C,950528,1,1,600.0
C,950529,2,2,15100.0
C,950530,3,3,74959.0
C,950531,77,154,143349.4999847412
C,950601,7,9,182508.0
C,950602,10,10,107126.0
C,950603,3,3,15300.0
C,950604,8,9,98341.0
C,950605,11,12,170666.0
C,950606,14,14,119384.0
C,950607,14,17,450722.0
C,950608,7,9,210586.0
C,950609,12,12,240744.0
C,950610,9,9,199900.0
C,950611,13,14,255676.0
C,950612,30,34,189232.39990234375
C,950613,16,18,299287.0
C,950614,9,9,135378.0
C,950615,5,6,56297.0
C,950616,6,6,116479.0
C,950617,8,8,96810.0
C,950618,10,11,155261.0
C,950619,7,7,112714.0
C,950620,8,10,207195.0
C,950621,3,3,110102.0
C,950622,10,10,187796.0
C,950623,2,2,54860.0
C,950624,7,9,98577.0
C,950625,5,5,63596.0
C,950626,7,8,98910.0
C,950627,5,5,101482.0
C,950628,6,6,87380.0
C,950629,10,10,172614.0
C,950630,85,164,100563.60008788109
C,950701,6,6,56052.0
C,950702,6,7,97521.0
C,950703,6,6,78028.0
C,950704,6,6,67996.0
C,950705,9,10,188892.0
C,950706,15,16,154800.0
C,950707,17,18,171066.0
C,950708,17,17,373120.0
C,950709,9,9,58731.0
C,950710,13,14,187424.0
C,950711,14,15,195333.0
C,950712,28,31,211098.2001953125
C,950713,17,18,199888.0
C,950714,13,13,124632.0
C,950715,6,6,62262.0
C,950716,5,7,137394.0
C,950717,11,11,130659.0
C,950718,5,5,59200.0
C,950719,8,10,223430.0
C,950720,8,8,87041.0
C,950721,2,2,16200.0
C,950722,5,5,24394.0
C,950723,2,4,167612.0
C,950724,6,6,78356.0
C,950725,9,9,132586.0
C,950726,8,8,79215.0
C,950727,7,7,93519.0
C,950728,6,6,117074.0
C,950729,8,9,195493.0
C,950730,7,7,115998.0
C,950731,88,175,197771.39998340607
C,950801,9,10,223193.0
C,950802,7,7,35761.0
C,950803,10,10,108572.0
C,950804,6,6,46578.0
C,950805,10,10,164108.0
C,950806,14,15,207014.0
C,950807,16,16,259582.0
C,950808,14,15,287111.0
C,950809,9,9,114038.0
C,950810,13,13,139231.0
C,950811,15,17,216930.0
C,950812,36,37,291126.0998535156
C,950813,14,15,88230.0
C,950814,12,15,192311.0
C,950815,10,11,166037.0
C,950816,10,10,111988.0
C,950817,7,7,70223.0
C,950818,7,8,89275.0
C,950819,9,10,134154.0
C,950820,4,4,38318.0
C,950821,10,10,73812.0
C,950822,3,3,57556.0
C,950823,6,6,51813.0
C,950824,4,4,122081.0
C,950825,6,6,54535.0
C,950826,6,7,177734.0
C,950827,3,3,37424.0
C,950828,7,7,67987.0
C,950829,5,5,74160.0
C,950830,8,8,87129.0
C,950831,97,191,177852.20002555847
C,950901,3,4,117202.0
C,950902,5,5,52132.0
C,950903,7,7,61916.0
C,950904,6,7,47534.0
C,950905,13,13,167014.0
C,950906,15,15,133721.0
C,950907,20,20,273439.0
C,950908,10,10,143123.0
C,950909,8,9,101711.0
C,950910,15,16,181014.0
C,950911,16,17,160973.0
C,950912,32,34,273153.7004394531
C,950913,15,15,115541.0
C,950914,14,14,172020.0
C,950915,9,10,141568.0
C,950916,5,5,72600.0
C,950917,10,11,165179.0
C,950918,9,9,86961.0
C,950919,7,8,137114.0
C,950920,7,8,111385.0
C,950921,1,1,16378.0
C,950922,9,9,159311.0
C,950923,7,7,111575.0
C,950924,8,9,193574.0
C,950925,3,4,74209.0
C,950926,7,8,140574.0
C,950927,5,5,52526.0
C,950928,7,7,94865.0
C,950929,8,9,111979.0
C,950930,99,207,263422.5000190735
C,951001,5,5,18048.0
C,951002,8,8,64146.0
C,951003,5,6,157567.0
C,951004,11,13,130614.0
C,951005,17,17,206038.0
C,951006,13,14,166654.0
C,951007,20,22,284584.0
C,951008,12,13,186670.0
C,951009,12,14,182833.0
C,951010,19,20,205190.0
C,951011,19,19,183546.0
C,951012,37,39,227358.80004882812
C,951013,19,23,245167.0
C,951014,10,10,96681.0
C,951015,12,12,199703.0
C,951016,11,12,257387.0
C,951017,10,10,127247.0
C,951018,13,13,210117.0
C,951019,6,6,74059.0
C,951020,7,7,77190.0
C,951021,3,3,9460.0
C,951022,6,7,47699.0
C,951023,8,8,76300.0
C,951024,10,10,150602.0
C,951025,6,6,101876.0
C,951026,4,4,77574.0
C,951027,5,5,57767.0
C,951028,9,10,205118.0
C,951029,5,6,128765.0
C,951030,9,10,196140.0
C,951031,102,207,41349.199979782104
C,951101,7,8,133840.0
C,951102,8,8,94533.0
C,951103,11,11,118821.0
C,951104,3,3,25173.0
C,951105,22,23,457948.0
C,951106,17,17,174152.0
C,951107,16,17,270829.0
C,951108,13,14,278825.0
C,951109,19,24,321152.0
C,951110,15,18,134952.0
C,951111,11,12,170263.0
C,951112,33,35,214591.80029296875
C,951113,17,19,208790.0
C,951114,17,17,137768.0
C,951115,7,7,77720.0
C,951116,11,12,244327.0
C,951117,8,9,133641.0
C,951118,10,13,192400.0
C,951119,13,13,130418.0
C,951120,6,6,49863.0
C,951121,10,11,122401.0
C,951122,8,10,231149.0
C,951123,10,10,94908.0
C,951124,6,7,132898.0
C,951125,3,4,23797.0
C,951126,4,4,30900.0
C,951127,9,9,118420.0
C,951128,10,11,172601.0
C,951129,6,6,89441.0
C,951130,112,224,198252.9999809265
C,951201,9,11,208797.0
C,951202,7,7,71737.0
C,951203,10,10,72449.0
C,951204,5,7,82537.0
C,951205,21,23,394876.0
C,951206,20,20,272460.0
C,951207,21,23,468222.0
C,951208,15,17,249998.0
C,951209,20,20,250889.0
C,951210,26,29,365184.0
C,951211,21,21,248678.0
C,951212,35,40,293059.80029296875
C,951213,21,21,246439.0
C,951214,25,27,348747.0
C,951215,13,14,142318.0
C,951216,14,15,216681.0
C,951217,12,13,105314.0
C,951218,10,10,71649.0
C,951219,11,11,78449.0
C,951220,6,6,51940.0
C,951221,10,10,95816.0
C,951222,9,10,139979.0
C,951223,17,17,312632.0
C,951224,10,10,138155.0
C,951225,5,5,35158.0
C,951226,12,12,181131.0
C,951227,11,13,189705.0
C,951228,10,10,89242.0
C,951229,10,10,110942.0
C,951230,6,6,32298.0
C,951231,116,234,65216.000160217285
C,960101,17,21,79033.0
C,960102,17,17,165416.0
C,960103,15,17,156119.0
C,960104,20,24,255079.0
C,960105,21,27,296338.0
C,960106,19,20,133368.0
C,960107,33,43,521896.0
C,960108,30,32,310556.0
C,960109,23,32,370453.0
C,960110,29,31,279958.0
C,960111,28,34,350731.0
C,960112,48,57,319937.1003417969
C,960113,29,38,402039.0
C,960114,29,32,207204.0
C,960115,23,23,161856.0
C,960116,18,21,103200.0
C,960117,13,14,126700.0
C,960118,19,21,124661.0
C,960119,13,15,105559.0
C,960120,20,20,105388.0
C,960121,14,16,102342.0
C,960122,19,21,179156.0
C,960123,18,19,110015.0
C,960124,11,12,118010.0
C,960125,16,17,84168.0
C,960126,19,22,185884.0
C,960127,12,15,99677.0
C,960128,17,19,161184.0
C,960129,17,17,113320.0
C,960130,12,13,111367.0
C,960131,121,251,190724.60009223223
C,960201,12,13,156090.0
C,960202,7,8,136240.0
C,960203,13,16,281493.0
C,960204,11,11,105729.0
C,960205,18,22,353242.0
C,960206,17,17,189822.0
C,960207,18,21,302653.0
C,960208,13,14,193472.0
C,960209,19,21,237714.0
C,960210,24,25,239214.0
C,960211,20,20,317476.0
C,960212,40,45,301991.9001464844
C,960213,22,23,251281.0
C,960214,21,21,235474.0
C,960215,10,10,88402.0
C,960216,4,5,98325.0
C,960217,6,7,31300.0
C,960218,7,7,62385.0
